,content,score
5166,Hard to use,4
5167,Helpful for the community,5
5168,It's our first time using this app. I like Craigslist because it's a unique site that matches me perfectly unlike others. It was no surprise that the app also matched us very well! It safely starts up right away as the app organization feels great in ways most normal apps don't. It's actually quite a fluid experience that I did not expect from my first time connecting to Craigslist like this. I really wish I wasn't distracted working so much and could focus on personal use on this stellar app <3,5
5169,"clear, honest descriptions and fast sales!",5
5170,This is the Best Craigslist app I have ever used...thank you.,5
5171,always get a buyer and stirs interest,5
5172,"craigslist is fantastic but there are way too many scammers with false advertising of houses, jobs, etc. so always use your own judgement and discernment. if it sounds TOO GOOD to be true then guess what, it probably is",3
5173,Informational,3
5174,"It's A Great App To SALE On But Be Safe Out There, Buy Or Sale At Police Stations They Allow It.",4
5175,absolutely love this app. great resource for any person.,5
5176,"it's craigslist in an app, more convenient than the website on mobile",5
5177,does not work only getting a err message,1
5178,This app is back! very easy to use again. missed using it for years. Will definitely use it a lot more!,5
5179,Quick response,5
5180,I've sold a LOT of stuff on Craigslist!,5
5181,took 2 weeks but sold my item,4
5182,my stuff sold so fast this was great,5
5183,makes it easier to find everything and search for listings,5
5184,Not bad! Happy they finally put together an app!,4
5185,easy to post adds and items sell quickly,5
5186,i like the searching in palm of my hand.,5
5187,LOVE IT!!!,5
5188,"The items I was selling were picked up this morning, less than 24 hours after I posted!",5
5189,works great and I'm looking for workers,5
5190,Love this application!,5
5191,good reach and lagit buyers,5
5192,Excellent,5
5193,Easy to use and popular in my area (Vancouver BC). Would recommend it!,5
5194,quick sale,5
5195,wonderful to communicate with,4
5196,easy going. the buyer cut me a few dollars short,5
5197,CL still sells faster than most,5
5198,craigslist has always worked for me,4
5199,CL is great. I just wish the app and desktop website would remember my location details and use them for degaults I didn't have to reenter that same info for each new post.,3
5200,So easy. I love this App.,5
5201,this is a solid Craigslist app,5
5202,This is by far the best craigslist app! Highly detailed and mirrors the craigslist website very well!,4
5203,I Love this Appl.,5
5204,it works great 👍,5
5205,Every Citizen's Free Market Place Of Classified Advertisement's,5
5206,a lot of bags,2
5207,I like the app,5
5208,Quick and easy. Just play with it to figure out how it works.,5
5209,With all the social media platforms and all of the ways you can sell things online craigslist is still the best.,5
5210,Never works,1
5211,not working,1
5212,Love This app.,5
5213,This is one of my favorite apps. I use it all the time.,5
5214,Not like use be on this app use good app now bad app,1
5215,صثقلد,5
5216,Sold it,5
5217,sold my car in 2 days..,5
5218,I have found things that my grandparents had in their life . Killer deals as well...,5
5219,"If you don't use it every week you will need to confirm your email address when you open it before you use it and even when you can use it, you will be frustrated beyond belief.",1
5220,went to a great cause ! time to pass the torch to the next generation,5
5221,easy to use,5
5222,Good clean app but around here n smaller towns this app ain't what it use be,4
5223,love the app works great,5
5224,I've had a lot of success selling on craigslist. You have to be watchful of the scammers. Follow CL advice.,5
5225,very reliable and user-friendly would recommend Craigslist app very good tool,5
5226,"1/15/23 This has been broken for the past 4 days. I've had to force shut to get it to work. Only sometimes does that work. But it is now currently not working at all. Everything is updated. It says it is not connected to Google. Uh yeah, how do you think I use the app?? Makes little to no sense. I have no addons, no blockers, internet is working, restarted, refreshed phone, force stop, etc. STILL BROKEN 7/18/23",1
5227,Ok,1
5228,Good app,5
5229,Fantastic and easy to use??,4
5230,Very entertaining app,5
5231,Awesome,5
5232,Nice to be able to finally list from an app!,5
5233,"make a notification option for message feature, do a live time map location search",4
5234,craigslist is really great.,5
5235,"Been using the App for years, buying and selling works great!!!",5
5236,excellent tool for buying and selling,5
5237,"I live cl but I get sick of others trying to scam me! Lord ,God in heaven why on earth would I be on CL looking for a place to live or selling all my belongings, and many people do the Nearby share or whatever other truck they think I am too dumb to realize,just to steal my data,.or hack my account or stalk me???",5
5238,"I love Craigslist, I use this app often for all kinds of things. I highly recommend it.",5
5239,They still have it!,5
5240,way better than Facebook marketplace,5
5241,"it's a nice, simple interface. It's great for window shopping for things you want but don't need ;)",4
5242,love CL,5
5243,excellent results as always,5
5244,"once again, Craigslist came through!",5
5245,Love this app. Has so much to offer. Highly recommend,5
5246,we not from 63rd,1
5247,Miserable UI,2
5248,still works,5
5249,No matter what section you go into you can't find homes for sale or rent none in my area open what is this might happen to know there's homes in my area and mobile homes and apartments,1
5250,Simply works the best Thanks Craigslist! :),4
5251,Very useful. watch out for scammers though.,5
5252,Chair sold a within 24 hours. very happy. It's like new...,5
5253,vague errors to the point i couldn't actually use the app :(,1
5254,The goat 🐐,5
5255,Awesome WOW I found some great things on here 😃,5
5256,simple but effective,5
5257,lots of fake I think. and rehoming is a high in my opinion.,2
5258,"works great, all features as the website.",5
5259,needs the adult area returned,3
5260,Awesome app to use for buying and selling items...seller and customer relations 💯,3
5261,ots quite useful,5
5262,not too shabby,4
5263,Got the best deal on an automobile through Craig's. Can find a lot of neat stuff too!,5
5264,App will not open,1
5265,great places to sell things if you can Wade through the weirdos,5
5266,"definitely a large variety of used items. found my GS pup here, wasn't aware that I was in need of a puppy.",4
5267,"I've been very successful selling on Craigslist for many years. The app makes it super easy to list, edit, renew and track.",5
5268,"Awful!! Deletes your ads, can't tell if anyone has viewed your items, no one inquires on the app., it's like a dead site!!!",1
5269,"Good application but forgetful. Go away for a bit and you have to start over. Easier to load ads, seamlessly.",4
5270,Better than offer up seriously,5
5271,Too many irrelevant listings that are completely unrelated to what your searching for.,1
5272,"Always have good luck with Craigslist. Nice way to clear out stuff I am no longer in need of, but may benefit someone else.",5
5273,I'm always getting flagged n my post isn't half as bad as what's in craigslist,2
5274,Very good,5
5275,works great. easy to use and the alerts work great.,5
5276,buyer was honest and did what he said he was going to do,5
5277,"Aside from the few bad apples with CL membership, this is an excellent community to be part of. There is soo much money to save on Craigs List!",5
5278,app works well,5
5279,"Worked great, not quick, but the perfect people got the four kittens we fostered.",4
5280,Great platform that will help you sale anything,5
5281,"craigslist is always great for selling things, I meet some very decent people and always successful, I just wish they would bring back personals",5
5282,well done,5
5283,great stuff,5
5284,"Not bad but needs some improvements. Would like to see a drop down list of locations I have searched for and used instead of having to repeat common location searches everytime. Also allow defining range of search area beforehand. Finally, shouldn't default to ""all sellers"". As is, businesses always have to be filtered out.",3
5285,sold fast!,5
5286,Have not any action with the apps.,4
5287,Sold my 1970 Buick GS in just a few days on Craigslist! Very pleased with your service! Thank you!,5
5288,Could get to long pond pa room for rent the app screwed up any help with phone number,1
5289,slightly better than the other apps that aim to accomplish the same thing.,4
5290,great app. no ads,5
5291,It's really boring now bc marketplace took over. I haven't had anyone talk well about it to me.,4
5292,great,3
5293,been using Craigslist for years. still a great platform to buy and sell!,5
5294,App sucks. Doesn't even load any more,1
5295,Sold my.car in less than 3 days.,5
5296,Takes to long,1
5297,sold my truck within 24 hours,5
5298,"Really impressed, my items were sold in a couple of hours.",5
5299,"Took a while, but I sold my dear departed wife's bicycle on CL. Has always been a good resource for me to sell items.",5
5300,Great app and posting service. I have made tons of sales on it,5
5301,"Very useful app, and does the job. Only reason it's 4/5 and not 5/5 is that much like the website, the UI could be brought up to the modern era.",4
5302,"I posted my room to rent ad , a few replied and 2 weeks later now we have a new renter, yipee, thank you CL:)♡☆",5
5303,"Craigslist, but the app version 👌",5
5304,easy to use and follow,5
5305,"I personally like the website better than the app. I never buy anything on my phone, because I might be missing small details and the phone is too small to see anything on it. Will always use my laptop for purchases, research, and looking for stuff. Hubby likes the app he uses when he's bored, but he has better eyesight than I.",2
5306,best app to find tenants,5
5307,Craigslist itself is great its the SCAMMERS fault people avoid Craigslist.,4
5308,I love this app. it's easy to use.,5
5309,Many useful aspects in this app. From rideshare to selling and even getting work. Great job!,5
5310,it's pretty easy to find the things you like Craigslist. I enjoy looking around at things to keep my mind off of other things,4
5311,Right on the time and transaction. Smooth!,5
5312,Corrupt censorship,1
5313,great way to get your money .to sell stuff you don't want somebody else will,5
5314,Okay so I downloaded the app and it asked me for my email one I wanted to post something for after it obtain my email it didn't do anything else it's kind of scary 🙀,1
5315,good 👍,5
5316,Constantly deleting my post! BS!,1
5317,"NEEDS APARTMENT OR HOUSE 🏠 FURNISHED UNDER $1,100/month A.S.A.P.",5
5318,Great app... been using it for years.,5
5319,Agree with terms and conditions,4
5320,I put NY as my location and I get results in Jersey. Horrible app.,1
5321,a good option to sell almost anything,5
5322,Not easy to do keeps going in and out,4
5323,Functioned as it should. Which is saying a lot compared to other apps out there *cough*Twitter*cough*,5
5324,great place to sell and buy stuff,5
5325,Craiglist is still the king of the bargain sell. It's the internet equivalent of the community shopper paper you grab while exiting a gas station. Just pure honesty and less BS that you get from other internet/social media marketplaces.,5
5326,"easy find for someone needing my free storage cabinets posted today. gone within a few hours. very pleased,!",5
5327,another great result selling a good item!,5
5328,Great place to sell your stuff. I posted something last nite and it sold today.,5
5329,"I love the new, updated interface. It's user-friendly.",5
5330,always great to post items on here. Thank you.,5
5331,this app works for me,5
5332,"Good platform for selling and buying - simple as that. And it's free, so don't complain.",4
5333,Easily to find an answer to the information I need,5
5334,Easy-to-use app. Remembers your searches.,5
5335,What happened to the app? the search results are shown on be the map only .. no list,2
5336,I can't get in to do anything.,3
5337,"Good, easy to use app to sell those items around the house you don't use, need or want anymore.",5
5338,CL still rocks!,5
5339,best app,5
5340,"Great app to post your listings, extremely user friendly and great results. Thank you so very much.",5
5341,"been using CL for like 15 years, always mostly reliable.",5
5342,10 minutes after posting stuff was sold!,5
5343,this app has helped me in many ways always like using craigslist,5
5344,Craigslist is always my first choice of finding tenants for my rental units,5
5345,I posted my furniture and I was so happy that it didn't take long at all before I had a buyer I recommend craigslist it was successful for me,5
5346,Very well-thought-out layout and easy-to-use.,5
5347,sell stuff and profit.,5
5348,I really love it and always. will.,5
5349,"""It's great apps and easy to use""",5
5350,great app good sight to sell on,5
5351,so far so good,4
5352,Sold my car in under 7 hours.,5
5353,Prompt results. Great service to get items recycled.,5
5354,good apps to find part time and full time jobs. I highly recommend all the new job searcher to try this apps,5
5355,Good stuff really want to make sure that you post as much as possible and as many categories as possible if you need to get $have plenty of stuff really good for the long run but it's not always easy as many of the social selling apps can be!! but all and all haven't been kidnapped Raped or stabbed!!....... PRAYING THAT IS NOT IN MY FUTURE 🫣🙏!!,4
5356,"Çould be a little better !!! Over all I must say it's it's a great app … ,",5
5357,Good search profile for location and item specific to your keyword.,5
5358,great site,4
5359,"Easy to use, never any glitches so far.",5
5360,"worked well, was able to sell my item. good exposure, buyer came from long distance.",5
5361,Okay,4
5362,I sold stuff it works,5
5363,Very nice,3
5364,Very interesting at the posts I have seen.,4
5365,used CL to offer a studio rental in Hollywood and got many applicants/ interested people. CL was beneficial in the unit getting rented. rate 5 put of 5 stars and would definitely recommend,5
5366,Don't now yet,5
5367,Simple app that works.,5
5368,works every time,5
5369,I have used craigslist for years and always had success. I'm glad they keep improving yet always keep things user friendly. Thank you Craigslist!,5
5370,less than one day and my item was purchased.,5
5371,great app,5
5372,works well,5
5373,app works well. still the same craigslist. even though they block a lot of content.,5
5374,only one enquiry but successful,3
5375,I love the app for posting and also searching locally.,5
5376,I've of my favorite app,5
5377,"Can't open it, keeps saying update playstore",1
5378,Wouldn't let me log in without email verification and then insisted on the changing my password. I had to log in again to get by this. Now it has erased all my favorites for some reason. Very annoying. It keeps on not letting log in without email verification won't accept my password.,4
5379,Best app ever!!,5
5380,Worked perfectly.,5
5381,I like the jobs section and for sale.,5
5382,Haven't had one yet,4
5383,Craigslist is working for me! I post carefully drafted ads and good quality pictures and I'm usually successful. Too bad that there are bad actors out there trying to scam me. But cash only and face to face will work nicely with them. App is very convenient and easy to use.,5
5384,Sold a 2.6 acre lot. yay craigslist!,5
5385,free posting. easy.,5
5386,"I've always had great success when buying, selling, and renting with craigslist.",5
5387,posted for free boxes and had them in 30 minutes... awesomeness,5
5388,Good app. Easy to use and seldom crashes.,5
5389,I love craigslist lots to utilize for helping all walks of life.,5
5390,Used briefly early on but much more lately and it's a great app they seem to have got right and keep updating,5
5391,Have more luck selling from this app than any others. Still have to deal with spammers likely operating from some hut in a third world country.,4
5392,Simple. Easy to use. No ads.,4
5393,I'm about to find out bet it s great,5
5394,Totally sucks,1
5395,Got the job done.,5
5396,awesome app,5
5397,Hate having to sign in thru Google instead of just using Craigslist.,4
5398,great place to shop and find all kinds of goodies.,5
5399,great response,5
5400,wow..what a respone!,5
5401,Yard-sale !!!,5
5402,Excellently run company,5
5403,Good app. Relatively easy to navigate and post items. Mine sold in 5 days.,5
5404,The lisp of Craig has been good to me when I need to sell some belongings in a pinch. I also enjoy reading the rants and raves because even though I usually don't agree ful'on with these bickering fools at least I know I'm not alone.,5
5405,I love craigslist I have had success and I do perfere craigslist the fb market place,5
5406,App doesn't even work. Doesn't load. Garbage!,1
5407,Work's well,4
5408,At least accept the right posting it's been working well at first suddenly it change to flaging addict.,5
5409,Been great so far...,5
5410,luv these site amazing,5
5411,Cool Kidney Beans Brother!🫘,5
5412,"great app, simple and works. they don't need to be flashy to be effective.",5
5413,great,5
5414,"Everything is too freeking far away!!!!!! Why would I spend 80.00 bucks to drive to Seattle or farther, North, South, East or West for something free???? Dah!!!! The same with farm and garden..... I solved the problem by uninstalling the app. Thanks.",1
5415,once you get past all the scammers (first week or so) it is awesome,5
5416,Craigslist is amazing!! 2 hours after I posted my item for sale it was sold..,5
5417,"well you guys should really litigate against the Republican elements in our government who chose to violate the people's pursuit of life liberty and happiness by removing craigslist singles..... that was a big time TOTALITARIAN move, and I don't care what their lame excuses are",3
5418,Doesn't work,1
5419,"I posted on free section and it was gone in less than an hour, above my expectation, Thanks CL",5
5420,"free, convenient and less flaky than replies then OfferUp",5
5421,yaay!!,5
5422,Awesome 👍,5
5423,great app,5
5424,craigslist is still strong. Lots of sales. awesome for vehicles and motorcycles or parts. True old school respect not OfferUp flake lowballers and better to be able to provide phone number 9 out of 10 times if you get a call from craigslist they are coming no b.s.,5
5425,"This site sucks bad, I posted rental Properties for my boss and they removed my listings. I'm doing everything correctly but this site is not updated to verify the newly developed subdivisions. NO STARS !!",1
5426,Gotta love craigslist!!!,5
5427,pain in the but to search outside your area. updates are huge but probably not as unnecessary as offerups updates which is generally for more advertising,4
5428,"I fully understand the reason behind ""Terms of Use"" and the need to flag and remove questionable content. But when a person is trying to locate someone, mentioning events that took place that are not only true, but polite also, containing nothing crude, suggestive, volger or otherwise out of line, where and what is the ""questionable content""? Apparently someone takes offense to the mention of trout fishing up at the lake. Get your mind out of the gutter Craigslist.",1
5429,"Kind of hard to navigate app at times but otherwise a pretty decent, good app.",4
5430,"You can't beat Craigslist if you want to sell, buy or seek help. The best!",5
5431,Made posting items very easy. Could use my phone to add pictures instead of trying to transfer pictures to my computer.,5
5432,It's not the same thing about to go and get me some money for the living.,4
5433,could be more up dated,3
5434,vehicles good price,5
5435,it's okay but it's not good when you try to list stuff and ask you too many questions specially when you're trying to give it away,5
5436,After a few minutes of browsing it always tells me that the app has stopped working and it will ask me to wait or close the app,1
5437,I'm just going to let me shave my legs and be trained to be a,4
5438,"It was a good price To post , After a second month I got a good hit and the car was sold",5
5439,it was the best and now it's best again!,5
5440,epic,5
5441,Garbage human beings work at Craigslist making your life worse. Use this app and pay their rent.,1
5442,QAqa,5
5443,very helpful and secure to my privacy thanks mzc,5
5444,great app,5
5445,Sylvia yonko,5
5446,easy to use,5
5447,Very useful for those who love Craigslist.,5
5448,old school why fix it if it ain't broke with new technology been using this app or site for decades almost,5
5449,people was polite and helpful good folks,5
5450,fast an easy,5
5451,Great for quick free buy/sell ads,5
5452,"easy to post items for sale. I used Craigslist years ago, but it was confusing. It has come a long way!",5
5453,Works great advertising here to sell stuff,5
5454,Great for classified adds. 5 star!,5
5455,good app,5
5456,"I use this app for used cars on sale, of course you have to take care of scam but you can find good deals",5
5457,Youll get Better people than Facebook!,5
5458,excellent,5
5459,best go to for used cars,5
5460,This worked great for selling stuff when moving. I didn't want a garage sale.,5
5461,CL is the best because of its simplicity!,5
5462,Very good app,5
5463,EVERYTHING YOU NEED FOR HOUSE N CARS TRUCKS,5
5464,cool,4
5465,Craigslist is right on time but this wanted section for employment,5
5466,straight forward selling site- always works,5
5467,Quick and easy,4
5468,Easy to use and efective.,5
5469,easy and great avenue to buy and sell,5
5470,It works great and,5
5471,great place to get rid of things 👌,5
5472,helped get the word out,5
5473,Craigslist is Priceless!!,5
5474,Craigslist works for me everytime. Easy to creates post too.,5
5475,save money ，and save the mother Earth,5
5476,Very surprised and unhappy to find that I have to pay to post items. I've used cregslist for years prior to this. I'm absolutely blown away that people can advertise for s3x work for free but I have to pay $5 to post my car gtfoh uninstalled immediately.,1
5477,Found what I needed. Would recommend to a friend.,5
5478,Useless app. Crashed a lot. Deleted it,1
5479,Still good place to buy and sell. Still full of creeps.,4
5480,App has always been good and has become better over time.,5
5481,App is surprisingly good compared to the website. And way better than Facebook marketplace and others.,5
5482,it's OK hard to figure how to resist and your pictures disappear. it can work but it's allot to manage especially if you have multiple items.,3
5483,it's fine. it could be better but then it wouldn't be craigslist! I like the interface just fine.,5
5484,excellent platform,5
5485,fast sell,5
5486,Great product. Easy to use.,5
5487,the opportunity craigslist offers for free is so generous even with some abusing it's generosity didn't tarnish my scoring. I don't give 5 stars very easily. Takes a lot to make me consider it but even greater of opportunities must be possible to recieve 5stars from me,5
5488,Horrible.it used to be a great app. Now I can't respond or post or create aj in A,1
5489,"Craigslist covers everything you can think of, maybe then some.",5
5490,"very user friendly and easy to navigate, even for a novice like me",5
5491,Lots of great deals,5
5492,for the most part posting ads and answering ads is fairly easy. The only thing that bothers me is a spam and fake people that try to scam.,4
5493,They flag you for almost everything,1
5494,Have always had success with Craigslist!,5
5495,"it's so easy to get things i no longer want, to people who want them with craig's list.",5
5496,sold 2 cars,5
5497,Ok,2
5498,great,5
5499,Craigslist still works. And this app makes it even easier!,5
5500,"It's great, it works for me so far.",4
5501,great place to sell things as well as get good deals on items to buy,5
5502,"slightly glitchy on my tablet, but it is an old device. got what I needed done. 4.5 stars",5
5503,"Craigslist is cool place to buy & sell products, services. I bought 1 of my cars and stayed at rental unit from an ad there too.. not bad at all. Useful in fact with many areas of the country to look at what's for sale in those parts... - Californication Girl",4
5504,GREAT FOUND REAL LOW COST RENT SHARE PROPS QUICKLY,5
5505,Everything you need in one buy and sell app. If Craig's list doesn't have it it can't be had.,5
5506,"It's really useable, but design isn't good",4
5507,The last few items I put up for sale on Craigslist were great experiences.,5
5508,Keeps telling me to update but there is no update. I have to delete and reinstall everyday. It's a hassle.,1
5509,it's good. I prefer shopping for cars this..,4
5510,good app for searching for jobs,5
5511,I haven't figured it all out yet.,4
5512,"Thank you, from the bottom of my heart. Craigslist, you have truly been a hero, when they said it couldn't be found. When they said it couldn't be sold. And when they said the next thing well, I had stopped listening cause I knew different. Great job!! You guys are the best. The only beef I have ever had was resolved quickly and quietly. Again, thanks for always being there.",5
5513,sold my bike in less than an hour,5
5514,Too many fake posts,3
5515,still a great place to sell and trade stuff,5
5516,the app is great and have had success using g it several times but unfortunately there are lots of a holes out there that act interested in your pist but never follow through. have to really watch for scams.,4
5517,I was able to easily enter my ad. two people called within a week all items were sold.,5
5518,I have used Craigslist for many years. I have had many successful good experiences doing business with locals in my community. I highly recommend Craigslist to others. The app helps simplify postings.,5
5519,"This app is still going strong, legit for finding what your looking for fast, just be on the look out for a few scams somehow they manage to sneak in but you figure it out fast lol. Craigslist is still my first go to app for whatever it may be I'm searching for that day and more times than not I'm able to find whatever it is :)",5
5520,"Craigslist never fails to sell, awesome!!",5
5521,Ease of use,5
5522,craigslist > fb marketplace,5
5523,so far so good. App very easy to navigate.,5
5524,"Very very good app, love it.",4
5525,I loved it,5
5526,"first was a catfish, but the second contact was successful.",5
5527,craigslist always comes through successfully,5
5528,craigslist still works! better n face___k.,5
5529,Hard to get replies in messenger,3
5530,Can't even sell a weight bench on here without getting flagged and deleted for some BS TOS nonsense. This app sucks.,1
5531,"works, but as always be on your toes with anyone wanting anything shipped or paying anything short of cold hard cash. My first response to most is ""cash only in person only""",3
5532,"quick, easy and fast sale. platform works well.",5
5533,"best craigslist app ive used so far. the email code login process was annoying, but understanably safer.",5
5534,sometimes the only way to go!,5
5535,one of the best apps,5
5536,CL is Lyfe,5
5537,I always liked Craigslist but we need the personals back lol 😆,5
5538,Very rewarding,5
5539,I wish I could give this a five but unfortunately on more than one occasion while looking for a rental scammers tried to get me.,4
5540,made quite a few successful purchases using this app. does what it needs to do.,5
5541,👍,5
5542,others pretty much fill out the broad expectations.,4
5543,Easy to use app on the phone.,5
5544,"Honestly, a bit of a better experience than the web browser version.",5
5545,not bad at all,5
5546,app is ok. daily classifieds app was better but it gone now. wish it was still available,3
5547,had no trouble selling a couple of things I listed... next time I'll definitely post things here first.,5
5548,Great way to sell at a reasonable price!,5
5549,I love it. I have the best results using this site,5
5550,Some if the ads are misleading. However found my man a job in here and myself a few times.,4
5551,"Seems to work but not as good as it used to because nobody likes the risk. Way too many scammers. They will try to scam you if your not careful. Not many sites let you post for free. Be sure to use common sense when selling on CL. Other than that, I love it!",5
5552,Easy to post and very fast response.s.,5
5553,The app works well. There are no advertisements.,5
5554,"Craigslist Was instrumental in reaching the driver's that were interested In my Honda Odyssey. It seems that they have a better range with their algorithm, I appreciate the level of expertise.",5
5555,posting sold 15 mins,5
5556,"When all else fails,... I can always count if Craigslist.",5
5557,"Give another chance when craigslist killer was in his lala land delivering, killing, rapeesting harvesting things for bombs and China loves sending this most harmful synthetically made was made developed this fake opiate110% way powerful strong chemically will kill you you kids you huzzy and anybody else who will die cause there is no antidote asin NARCANBRAND NAME ANTIDOTE , WE CAN STILL GET GENERICS IF BELEAVE YOUR BRAND NAME DRUGS YOU BUY INSTEAD OF THE EXACT SAME DRUGS MAKE UP AS THEMONEY%%",3
5558,App is great for doing quick searches.,5
5559,haven't used CL in a while I'm not getting the interest or questions I used to receive some inquiries on almost everything I posted my newest post has no contacts 2 weeks and nothing? whats difference? CL is still easy and I hope am I doing something wrong? still love the app.,4
5560,Ok,4
5561,Good,5
5562,"I like Craigslist over Facebook Marketplace, less scammers and tweakers more real people on Craigslist",5
5563,Horrible app posting deleted without cause if I could give a negative star I would,1
5564,awesome way to craigslist! both for buying and selling. I love this app,5
5565,Craigslist as usual.,5
5566,Used Craigslist Houston to sell my 57 Buick! VERY pleased!,5
5567,Didn't get anything on the chat thing,3
5568,Love craigslist great app too works really well,5
5569,Craigslist isn't what it used to be especially after The Craigslist killer,4
5570,they finally re-did it. It rocks!,5
5571,great job first time I used it easy and prayers answered,5
5572,so far so good,4
5573,"Doesn't work from the start. No results on anything, no real troubleshooting provided.",1
5574,When I need ANYTHING ......I ALWAYS check out Craigslist first......,5
5575,great app,5
5576,I sold the motorcycle in my post in less than 24 hours.,5
5577,CRAIGSLIST works.!,5
5578,This is a very helpful and easy to use app.,5
5579,The last Update was good. I swear if Craiglist ever disappeared I'd be sad. I miss the old days but still Love Craigslist... Thank You Guys... Everything is working smooth on a s22,5
5580,"Everybody knows that Craig's List is five stars already, but here's ^5's for the website.",5
5581,very easy way to sell items.,5
5582,"craigslist has always proven useful when finding others people junk and turning it into my treasures, but the amount of scams has gotten very high so everyone be careful out there and don't send money before you have your product in hand",5
5583,I was able to meet a really nice person for my listening Thank You 😊,5
5584,very helpful,5
5585,Couldn't get past location lol,1
5586,easy to use,5
5587,Very good,4
5588,Does what it's supposed to but from your phone.,5
5589,Not as intrusive as Facebook but just like Facebook maybe 1 in 15 people will reply back to your inquiry to something their selling what a waste of mine and everyone else's time,3
5590,the ui could be better,3
5591,"Many items have sold and are not deleted for weeks. Too many mixed items, example: look up appliances and see listings for concrete work ? Not even associated! Should be under services.",3
5592,Good,5
5593,Pretty amazing and user friendly 🤪😋😛,4
5594,Great Craigslist app. I wished starred ads would save forever.,4
5595,Love it you can find all kinds of stuff for fair prices,5
5596,I've used craigslist several times and never have I had an issue. great way to sell it buy.,5
5597,easy to find stuff for sale and to sell my treasure,5
5598,I don't prefer this app for security reasons. Buyers and sellers beware of scammers!,2
5599,dope. kills time,5
5600,Great app thought the interface is really dated.,4
5601,great adds. sold quickly,5
5602,I use CL it all the time to buy and sell. I can't imagine life without CL.,5
5603,the best is always free!,5
5604,craigslist has always been the shitz,5
5605,Easy site.,5
5606,"I've always been a fan of CL. I've sold items, found jobs, etc. through them.",5
5607,easy to use platform,4
5608,sold my car in one day!,4
5609,When it comes to advertising Especially for small businesses craigslist is the way to go no other way,5
5610,"Have had very good success and experiences selling items on this site! Craigslist is an active site, providing an easy user friendly app and best of all, it's FREE!!",5
5611,"love craigslist for my side hustle,hate the robots asking to send code though",5
5612,A great site to buy and sell.,5
5613,well after yrs of trying to find me and my dog a place well I finally found one it's beautiful and really gorgeous thanks Craigslist I will never forget you,5
5614,Craigslist is the best.,5
5615,My experience with Craigslist has been very positive. I have several listings' posted and plan to post more. The sale of the corndogger/deep Fryer went great. My buyer was a very nice gentleman. I hope he and his family enjoy it for a long time.,5
5616,so far so good,5
5617,Absolutely the best app available. This guy who picked up my desk was a great communicator & ACTUALLY showed up. Fantastic service app for everyday life!,5
5618,incredible,5
5619,posted my item got a quick response and an easy transaction,5
5620,ez money,5
5621,"Works 4 me ,gives me the info on what I see I mite want 2 get with directions",4
5622,Great.,5
5623,This should be removed permanently! They still have an inappropriate section that shouldn't be there,1
5624,best of the best,5
5625,great,5
5626,classic craigslist with great UI,5
5627,I love craigslist!! It's so easy to connect items I no longer need with people who want them?,5
5628,Great Website! You Definitely Get Results! Thanks!,5
5629,thank you for the information,5
5630,One of the best apps and websites. Post for free and no nonsense. Thank you guys.,5
5631,great platform for buying and selling,5
5632,"someone actually not only found my dog unscathed but found the ad and also was kind enough to call me to go get her. the little big escape artist is tucked safely back at home until she shows me the next big flaw in my ""security"" lol",5
5633,Easy peeze sold first day. Thanks,5
5634,Can find pets!,5
5635,easy to use from my phone.,5
5636,sold fast easy to list parts,5
5637,App is pretty basic meaning that it functions very well for it's purpose! I like that it now allows a larger search area.,5
5638,A fine app simulating and reconfigureing the desk top site. Aside from some of the weirdos that you see on here it's all good otherwise.,5
5639,"Simple, functional, alerts you of stuff you want be alerted about.",5
5640,"The only reason it gets four stars instead of five is due to the missing communication component. If you could direct message between buyers/sellers within the app, it would be monumentally useful. Other than that, it's a great resource!",4
5641,Craigslist is the BOMB! Thanks So Much! :),5
5642,it work for what it for,5
5643,"Basically fails to launch after install and using it once. Set it all up, login and use your info. And then the next day or later the same day, fails to work and says needs to be updated. Removal and reinstall and it works again, only to repeat this process.",2
5644,good,5
5645,my ad was very successful and I am happy to do business with u.,5
5646,very handy,5
5647,Can no longer log in or search it use craigslist at all; just get an error to make sure I'm signed in to Google play store and Google services (obviously I am). I've done every possible step to troubleshoot including contacted Google customer support and reached out to developer but no help. Incredibly frustrating.,1
5648,Man there's no escort listings. I'm sure a major loss on revenue sheeeeesh,5
5649,🤟,5
5650,"This app has gotten so good. I remember using a third party app a long time ago, but this one is even better than that one.",5
5651,I posted my vehicle in four different platforms. The usual free social media sites where just full of scammer buyers. Only Craigslist was the only platform where everytime I re-posted my vehicle I was getting phone calls and emails from real potential buyers. I believe the $5 for reposting were very Worthy.,5
5652,I like the app.,5
5653,Sold my truck in less than one week!,5
5654,Love the design,5
5655,graet,5
5656,"I use Craigslist all the time to buy, sell and give away. the phone app is super easy to use when posting or searching.",5
5657,1st acá a aaa deasa fe e a a43qqqaAA a sa y qAQrsaqd,2
5658,kinda weird not many people on the app lol but cool ig,4
5659,been a great app for decades,5
5660,A great way to shop without leaving your favorite arm chair. I've been looking for a good used travel trailer for several months coverd areas from Tucson AZ to Deer park Washington and everything in between. know what l want and willing to spend.,5
5661,"Several flakes but only 1 time unnecessary flag...much better than it used to be for that. Very helpful to get the word out and find a good, hopefully forever home for my pup.",4
