,content,score
3313,"Great service, very professional and always pleasure to deal with*****",5
3314,excellent selling and buying experience,5
3315,Convient to get parts that are hard to find,5
3316,Very good. Thankyou Ebay,5
3317,Easy easy.......,5
3318,Not a fan of the latest app layout but I guess it's not a big deal,4
3319,It's awesome the way they handle busyness great products great prices delivery boy they great I love doing business with you guys great job. 👍,5
3320,"App is becoming less user-friendly with each update. The categories button used to be on the landing page, then it was moved to ""My Ebay"". Now it is gone completely. How can I browse?",1
3321,"They suspend accounts with no explanation, I haven't used my account and it got suspended and now their making me go out the way and contact somebody about it so i can get my account back and they treat you like a criminal, personally I'm not going to bother with ebay.",3
3322,Great way to compare prices or find things that aren't normally available.,5
3323,Reliable,5
3324,Good,5
3325,Awesome app,5
3326,I love the price,5
3327,I order from eBay pretty often and this app is very convenient.,5
3328,Auto pay sucks,1
3329,too easy.,5
3330,"no problems , seem to work well .s10",5
3331,Quick and easy to use. Found what I needed immediately,5
3332,worst app I have ever used. how do I resolve being suspended. I don't know why my account was suspended. I need to talk to a knowledgeable agent.,1
3333,Good app easy to use,5
3334,"I got free shipping, and the money back guarantee is nice.",5
3335,Excellent,5
3336,It is impossible to contact a customer service human or even send an email . It is Artificial Intelligence Hell ! They use a chat robot & send you no confirmation that they even received or are looking into your problem or complaint . Time to buy elsewhere !,1
3337,Fantastic,5
3338,Easy to use and has a lot of good deals!,5
3339,Good,5
3340,Very useful,5
3341,Very satisfied easy way to buy my parts thank you,5
3342,"Been with ebay since the 90s, still use it and still love it!",5
3343,So far so good,5
3344,Good.,5
3345,only place i buy online!! great service!!,5
3346,"I like the app but for some reason I'm getting a ""something went wrong"" when opening the app. Menus seem to work OK though and the error message seems to be just on the home page.",4
3347,"Every time you try to speak with an agent, it states technical difficulties, or there isn't an agent available. Worthless. Meanwhile, I'm getting harassed by a seller because their product they sold me did not fit the description, & I left feedback.",2
3348,"Easy to navigate and the products fits on my car,shipping is on time or early.",5
3349,I love eBay I purchased a engine from Paterson wrecking yard fast delivery thanks,5
3350,Easy to navigate and keeps my orders and offers organized,5
3351,Most times l use my phone to transact my busyness and more convenient.,5
3352,Exelent,5
3353,I don't really like the fact that you have to type a whole monologue just to leave feedback lol. Not a good update <~<,1
3354,Way better than Amazon,5
3355,"Great or8xes, great quality, beautiful people.",5
3356,Good job guys you are doing great,5
3357,"can't lock sort and filter options on searches anymore ,have to change them every time",2
3358,Great shopping experience,5
3359,No sir this app is decent,5
3360,Good app never had a issue used it since day one . Still using the app and it's now 2022. Update it's 2024 and still using it ! No problem .,5
3361,Just love everything,5
3362,"When using the eBay app I find Swiping pictures left to right,and up and down has become unbearable now. The app is far too sensitive to movement within the app. Can you please slow down the movement speed of the pages and make it better? For instance, using one handed and swiping with your thumb is a horrible experience on this app .",3
3363,Pretty straightforward 😁,4
3364,The worst,1
3365,The app is fast and easy to use. It is similar to the website experience so you wouldn't be lost if you are used to the website.,5
3366,Loved it,5
3367,"What's the point in having this app,.all I get is invalid token",1
3368,"I have been enjoying it , never a regret since have been using it, at least for now",5
3369,Best,5
3370,They used to be good it is terrible now you can never get anybody on the phone their system put you through a loop and then abruptly hangs app on you I had a package that was not delivered they refused to help it is so untrustworthy now I will never buy anything from there again I've been using them since they opened,1
3371,CGI,5
3372,"Constant crashing, consistent java error messages, and awful layout now. As a seller, avoid it if you can. If you are a buyer... then yeah, go nuts, you're fine 👍",1
3373,Good place to buy or sell,5
3374,Best app for selling!,5
3375,"Trash app and company! Even though you sell and list something EXACTLY as advertised, mark no returns. They will allow the buyer to return it. They will arbitrarily choose the return shipping address to provide to the buyer, even if you haven't lived there for 10 years. They will not advise you of this. They will refund the seller, not give you your money or your product even when you PROVE you never got it and it was RETURNED TO THE BUYER!!! Sell on offer up or marketplace.",1
3376,"Never before have I had a website show 1 item in cart for $16, then I checkout and pay, and my receipt shows that I had $400 worth of tires added to my bill. I wish I could give less than 1 star because I have never been robbed this badly before.",1
3377,This app puts you in contact with the company or people with the product. I have been using this app for a while now and have not gotten scammed.,5
3378,App is fine.... But eBay is full of scammers and fake products. No longer using eBay.,1
3379,Very good..,5
3380,⭐⭐⭐⭐⭐,5
3381,"Very useful app, to complete purchases on your cell phone. Very Nice!",5
3382,Excellent,5
3383,Very good aap but today problem is not no wattshepnd.????,3
3384,You can find anything on eBay!,5
3385,Brilliant,5
3386,eBay is an easy to use app for auctions.,5
3387,"Ability to track shipments is helpful, buy it now / bid filter is a plus.",4
3388,Unable to update to most up to date version even though requested by website to do so,1
3389,"Excellent app, very helpful",5
3390,The app is very slow and freezes a lot,1
3391,"I'm able to buy special type items that I can't buy in the stores, making it my go-to place majority of the time. I can also plan ahead on those items. Sometimes, it will take 3 plus weeks to get it delivered, but it is very reliable in getting those items to me.",4
3392,Easiest selling platform that I have been on!! Definitely way better than Etsy. Super easy to list!!!,5
3393,Love shopping,4
3394,Good ⭐⭐⭐⭐⭐,5
3395,LOVE eBay!!,5
3396,"If everything is going well everyone's happy, but when things go wrong, that's when you really see what a company is about, & even after the seller not replying to messages about a missing parcel eBay still protects the seller & expects you to resolve the issue, even after showing them that the parcel was delivered to the wrong address, nowhere near where I live, & they still ask me to check with my neighbours? Amazon isn't perfect but they don't make you jump through hoops when things go wrong.",1
3397,Very good,5
3398,I do hear some people complaining about the cost of fees on ebay but I try to remind everyone that the cost of a Brick and mortar store Would be so much greater And ebay gives you access to the entire world to sell your goods.,5
3399,Exceptional,5
3400,I am experiencing easy access to eBay services,5
3401,Nice app very easy and responsive Nice Job keep it up,5
3402,Good,3
3403,Really great well Cheap...Great Quality,5
3404,you can buy and sell on this,5
3405,"I absolutely hate how eBay estimates the delivery of an item, but the seller doesn't ship the item until the estimated delivery date. Then the item doesn't come for another week. If it isn't going to be even close to approximate, why have it. It's infuriating, and this happens every single time I buy.",1
3406,You should be able to adapt the AI description,3
3407,I only use Enay never amizon..,5
3408,Great app makes shopping easy,5
3409,Used to be a great app but for some reason there is now a lower limit on leaving buyer feedback?! I think they want you to wrote an essay of 250 characters minimum for each item you buy. Absolutely ridiculous so I won't be leaving feedback anymore,3
3410,Good apps,5
3411,"Great app , trusted , time keeping You can fined most of item needed ....",5
3412,Very good selection,5
3413,"Loved it, quick and easy to use.",5
3414,Great app because you can take a pic of something ..say at home you want to sell..or you're at a thrift store. The image will recognize what it is for you and immediately go to that item and open listings. From there you can immediately go to what it has sold for. All in all it's a wonderful app that is straightforward to use that I plan to always have available on my phone at all times.,5
3415,Best ever app,5
3416,Dangerously convenient and safe I'm not sure why it's asking about ads. I didn't see any.,5
3417,Can literally get anything you need with great buyer protection,5
3418,Thank you for such great service and a great opportunity to use the Excellent EBAY APP.,5
3419,love it.works great,5
3420,Extremely intrusive. Every time i download this app i end up switching back to the desktop version due to lacking features and a worse overall user experience,1
3421,How do I change my address,5
3422,Just happy to be with ebay,5
3423,"In general, very good, functional and smoothly working platform at the user end. Saved searches results can be a bit 'idiosyncratic' but in general they are very useful and time saving. It gives notification if something you're particularly looking for is listed. Depends on how accurate/specific your search term is...and the same for the seller.",4
3424,Good deals,4
3425,"This update is an absolute nightmare. It makes listing a lot harder with loads of bugs, especially with photo cropping, etc. Why do these tech companies insist on trying to fix things that are not broken ?!",1
3426,It's a good app and has great prices,4
3427,I've never had a bad experience using the app. Every transaction has went great and it's easy to find what I'm searching for!,5
3428,Very bad parcel did not arrive ebay refused to refund me,1
3429,I need product research,4
3430,Nice,5
3431,I really like shooting with ebay They really keep there wording on getting your package on time. Thank you. Ms.Cynthia King,5
3432,Truuuuu,5
3433,Good .,5
3434,Good,5
3435,Fab hairspray,5
3436,Good,5
3437,Happy,5
3438,Great app yes for wa products,5
3439,All good,5
3440,good,5
3441,Mostly good experiences,5
3442,"Had problems with notifications, especially selling, lost out on some sales",2
3443,very solid app easier to manage sales on than pc,5
3444,Easy to use,5
3445,The new update is awful. Not impressed. They are paying developers to ruin their app. Literally destroy it by it being completely unusable. The entire layout was destroyed. This update must have happened months ago and I was just dumb enough to click update. Ebay app developers are constantly changing things for no reason. If it works fine. Leave it. Complete joke. If you want the old app version go download apk version 6.143.1.1,1
3446,Brilliant everything you need,5
3447,I've been an eBay member for 20+ years. The app works as well as website on desk/lap-top computers. As long as you have a good signal. Having notifications sent to my cell is very helpful.,5
3448,Easy to use and helpful,5
3449,"I can do everything pretty fast on the app, prefer it over the website, the website is also great",5
3450,Easy to use and find what I'm looking for at a compatible price,5
3451,Very good. Always good stuff.,5
3452,eBay is awesome the best place to sell things when you have to many the updates are so cool I love the new AI keep it up ebay great job 😊,5
3453,Good buying experience,5
3454,I only got scammed ones,3
3455,Ebay must stop using post office to deliver items as they always deliver to thier office and we have to collect. What's the point of ordering from ebay when i could go to shops and buy the stuff,1
3456,"what kind of ignoramuses wrote this app? every search I have to add my car again. ebay stop hiring monkeys, hire professionals already!",1
3457,"Great App, easy and intuitive.",5
3458,Great app.,5
3459,Easy to use!👍 excellent app!,5
3460,good,4
3461,I love ebay. I get so much from ebay because I know where to look when I want something.,5
3462,Find that massive plethora without leaving your seat,5
3463,"Selling on eBay is a rip off, they charge 15% on the whole price including postage. And then when you do sell they keep the proceeds on hold for weeks on end. Facebook market place is heaps better.",2
3464,Been with eBay for years never really had a complaint always on time always the most fair dear deals on great stuff Love it,5
3465,Great App all around!,5
3466,I'm lock 🔒 out my account 😞,5
3467,Good service,5
3468,Good!,5
3469,A technician or business owner could find just about anything they need to finish a job.,5
3470,Amazing app,5
3471,Great experience. Clear and easy to navigate and make purchases.,5
3472,Nicely coded. Easy to navigate app.,5
3473,Update will not allow me to log in,1
3474,Wish Ebay was more user friendly and had more intricate seller options.,4
3475,Great finds. And comfort shoping,5
3476,Phenomenal.,5
3477,Kewl,5
3478,It's really a good app to install in your device,5
3479,Buy anything you want from theu comfort of your chair,5
3480,Great,5
3481,Everything was fine until suddenly an AI chat thing appeared.,1
3482,Good 👍,5
3483,Good deal and low prices,5
3484,Essentials,5
3485,Best app ever thank u ebay,5
3486,Love eBay. Buy everything except groceries here.,5
3487,I like buying,5
3488,Keeps saying my app is out dated which means I can't get offers,1
3489,Great,5
3490,Excellent,5
3491,As advertised,4
3492,Better than amazon,5
3493,"User friendly, it just works!",5
3494,Always handy as a go to for items,5
3495,Very good,5
3496,Easy to use and very adaptive to buying choices.,5
3497,Incredible,5
3498,Nice ngl,4
3499,It's a good app and e Bay is great for divering on time and being very fair to trade with . Thanks e Bay.,5
3500,Have never had a bad experience with Ebay,5
3501,spot on with everything they sell wide chice,5
3502,"New to me, but seems easy to use, be nice if I could undo stuff, e.g. if I liked something, but no longer was interested (it got too expensive) Just saying.",5
3503,I love ebay,5
3504,Cool,4
3505,18 years been with eBay 100% feedback over 500 items sold yet get marked as a poor seller because I had to cancel 6 items in 1 year eBay is Trash moved over to vinted and sphock,1
3506,Overall good I've noticed issues with coming on time,3
3507,"Very easy & efficient ,good layout.",4
3508,Quick and easy to find what you want,5
3509,"I have used this app for several years now and have not had any problems, well done ebay",5
3510,The best,5
3511,Awesome app I cam find whatever I want,5
3512,very very slow service,1
3513,Great buys. They have everything!,5
3514,SELLING IS EASY WITH THIS GREAT APP INCLUDING LISTING AND MANAGEMENT OF ITEMS SOLD.. ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ ..,5
3515,Really easy to use thanks.,5
3516,Horrible 7 times tried to get back a warranty for an electric bike that I cancelled. The bike refund was no problem. The cheap $24.99 3 year Allstate warranty wasn't! Never got an answer or refund within 2 weeks or less.,1
3517,Great deals,5
3518,I find items here I can't find on Amazon which beat Amazon out in my book as of right now,5
3519,"I have been an ebay buyer back in the early 2000's and purchased well over 150 albums on vinyl and received 3 stars but now ebay has blocked my ability to use the web site, l can only view items but can't participate. I will give 5 star rating for the time I used to buy records with no comment on the current issue. Thank you Ebay!",5
3520,Simple,5
3521,Great,5
3522,Super easy to use. Create and upload listings. Buying is even easier. Great job!,5
3523,"I have been with Ebay for over 14 years. Very good experience including customer security and accurate description of goods and services. The only issue I have with the mobile version is its inability to save the receipt in pdf for subsequent printing; this can only be done from the browser version. I hope this feature gets integrated and when it's done, then it will be 5 🌟 from me.",4
3524,Exceptional,5
3525,It's a good app to shop,5
3526,Always been weird when it came to Ebay all together. The app was the best thing for me to be able to get involved and learned to use ebay and now i love it!,5
3527,Fantastic,5
3528,Great app,5
3529,"eBay is all over the place these days!, False messages, messages about stuff you bought or sold months ago, can't get any help at all with issues, no customer services anymore 🤷😡 Time to look elsewhere!!.........",2
3530,"Everything I need, thanks! 👌😎",5
3531,thank you all the in time,5
3532,Easy and great.,5
3533,"Forced update just to reply to a message. This is why Ebay sucks. Sell on marketplace for less hassle and no fees. Didn't update because Play store won't let me!!!! Big Techs solution to make you buy a new phone.....its all about the money!! I like me old phone, I like my old EPay app, why is this wrong??????",1
3534,Easy go use. Never any problems,5
3535,Love it,5
3536,"Brilliant app, they care about their customers",5
3537,Overall ok,4
3538,Good,5
3539,"Many features straight up dont work compared to the desktop site and whatever new features get implemented only serve to give ebay larger cuts of our sales like the promotions feature (that doesnt even work on mobile just gives you an infinite load screen), like who even asked for dynamic ad rates? Its just another button with wait time to try and get you to be lazy and give them a larger cut... Also pretty sure these reviews are bought/botted no way this dysfunctional app got 4.7 stars legit.",1
3540,Amazing 😍😍,5
3541,I love this shopping app I can find anything that I'm looking for with ease....🥰🫶🏾,5
3542,"I use Ebay for almost all my quad parts and more, very professional app",5
3543,I haven't checked it out yet. I will rate it better later later 😎,3
3544,I łővɛ ṭĥıṣ̌ äpp!¡‽¿?,5
3545,Dont hound me for reviews,1
3546,Cool group of stuff.,5
3547,Have been unable to access my account for a week now,1
3548,Always been helpful. Reliable. Very pleased.,5
3549,Good to use,5
3550,I've had no issues with the app and I've been using it for years,5
3551,"Othantic apps, delivery in UAE takes month's other than in Amazon same day delivery kindly do the needful asap.",5
3552,Loving it.,5
3553,Great app,5
3554,It helps me remain poor faster!,5
3555,"eBay is a great app for getting New items, Used items and unique items. The items i've orded have Been Deliverd""on time or are a day early!!I eBay is the app if you want timely delivery and Quality of product!! Also they offer way's to buy on time if you Qualify!Thank you eBay for your App",4
3556,Monster God,5
3557,I'm having a great time shopping at eBay! It's GREAT!,5
3558,User friendly,5
3559,Always a good experience,5
3560,I HAVE AN ACCOUNT AND I'M NOT ABLE TO LOGIN BECAUSE IT WANTS ME TO KEEP VERIFYING MY IDENTITY AND I STILL CAN'T LOGIN TO MY ACCOUNT,1
3561,Oh boy poor hallmark,3
3562,They got great deals better then Amazon,5
3563,"Decent app but too many suggestions of similar products and not enough filters. I couldn't find filters for seller location, so (in the UK) being overwhelmed by China dispatchers was frustrating to manually scroll through. Also, by default you're subscribed to notifications about products etc which is annoying. Upload from mobile doesn't work in conjunction with desktop.",2
3564,"I am extremely frustrated with eBay as a seller. Despite being a loyal and honest seller for years, the platform has continuously failed to provide adequate support and protection. I recently encountered multiple instances where buyers exploited the system, filing false claims and demanding refunds for perfectly described and shipped items. eBay's resolution process is biased towards buyers, disregarding clear evidence I provided to support my case. I lost both the items and the money, with eBay",1
3565,Top tier works perfectly fine.,5
3566,I can find here what I don't find at Amazon plus very reliable service thank you,5
3567,"I have found eBay to be a lifesaver at times. When my wife left, me taking all four children in 2022 and demanded that I pay cash for their rent and I had no money due to a huge tax bill and approximately$50000 in daycare bills (from after taxable income), I could sell personal possessions to make sure that my Mother in Law wouldn't put them in her puppy farming operation (again for cash) or have them strip like she did my sister in law to pay her mortgage. eBay can save children's lives🙏",5
3568,Very good,5
3569,"App search needs settings to search within the United States, just like your desktop website settings.",1
3570,Doesn't matter what I'm looking for from swords to to car parts and even if it's hard to find part eBay always has answer for everything I need keep up the great inventory,5
3571,fast and easy,5
3572,"Quite satisfactory. My former review(years ago now) mentioned a lack of features in the app compared to the pc web browser version, but I can't remember now what it was that I was trying to access from my phone then, and I don't have any trouble with lack of access on my phone now, so pretty sure good changes have been made. Thanks for the service ebay much appreciated, quite a secure buying experience through you guys/using paypal, easy to make purchases without worry.",5
3573,"Do not ever sell on eBay, it's literally the worst thing you can do. Hold your funds after the customer receives the product for multiple days, but oh wait releases your funds on the day before Christmas Eve so now I won't see back until after Christmas day. Also literally tax the hell out of anything they can. Greedy and a terrible experience. Update, should have listened to my own review and quit selling with eBay. Literally the worst business to sell with.",1
3574,eBay great customer service 👍,5
3575,Good 👍,4
3576,ebizzy is fo rizzy!,5
3577,Rubish,1
3578,All my questions are answered in one place.,5
3579,Positive,5
3580,Great,5
3581,Amazing as always... 🙂♥️,5
3582,100% Thank you 😁👍,5
3583,Great 👍🏿,5
3584,Great,4
3585,So far I'm finding everything that I have been looking for. No issues,5
3586,Excellent,5
3587,Gud,5
3588,Nice 👍,5
3589,"Bad with seller "" sweetrose59 * he is total scammer sent me dirt slimy product and nobody's has done anything about it not even eBay so I just lost $108. And some change . Thnx",4
3590,"Took 2 months to get my money , won't allow me to deny refund requests , terrible layout",1
3591,Love it,5
3592,The merchandise takes entirely too long to receive it. but can you expect with online shopping.,5
3593,👍,5
3594,Some of the best prices 🙂,5
3595,"I,like",4
3596,I just got a rim for my vw routan for only $74 and every where else was charging me $200,5
3597,You'll find everything you need at a cheap price.,5
3598,great,5
3599,"So far, everything I have bought met my expectations.",5
3600,Extraordinary,5
3601,Can't update the app but is a nice app,2
3602,Very satisfied,5
3603,Very good,5
3604,friendly and fast service and reliable so thanks to ebay keep up the good work and god bless,5
3605,I've never had a problem with eBay since I started 20 years ago,5
3606,this app very easy to use.,5
3607,Parcels usually delivered on time,5
3608,Perfect,5
3609,It awesome,5
3610,Got some great deals.,5
3611,Love ebay so much thank you and keep up the awesome work 👏,5
3612,Great app,5
3613,Easy and accesible!,5
3614,Great,5
3615,a good app and market place. I get way too many notifications from sellers though.,4
3616,Like a bay for e,5
3617,Easy access,5
3618,Crashes every day while listing items. Continues to show items unrelated to my searches as Best Match.,1
3619,Will not download for desktop,1
3620,eBay is the greatest!!!!,5
3621,Excellent app,5
3622,Cool,5
3623,Trick you into downloading app says $5 off purchase when you download app on the website but it doesn't take the 5 off and doesn't give a coupon code. Scam,1
3624,"Always interesting,easy to use, always have found what ever I need ,may take a little time,",5
3625,easy to use & saves time finding past purchases,5
3626,I like the service and delevery,5
3627,Very good,2
3628,I've used it since 2004 and it's always the first place I go when I need anything.,5
3629,I want to sign in,1
3630,"Great sellers , unbeatable prices , positive buying experiences all times",5
3631,Ebay - the original and the best,5
3632,I've never had any issues with eBay! I trust them the most.,5
3633,Solid app with user-friendly interface.,5
3634,Best online shopping ever,5
3635,"My experience using eBay. It's very cost efficient in buying products here. If you have any kind of issues, their customer service is super and I really enjoy shopping at eBay, especially on electronics.",5
3636,Fantastic app,5
3637,Great,5
3638,Easy & safe to use,5
3639,As easy as using my desktop,5
3640,More confident with buy and sell,5
3641,Amazing,5
3642,"Of course people are happy with this app. But you cannot change the language in a country with different language of yours. This made some issues for me, leading to suspension of my account. Now nobody can help me, because they cannot speak English when I requested to call me. Funny, but true. I hope they solve the problem with adding different/preferred languages, as well as English-speaker support teams.",3
3643,This is like an amazing high-end online Goodwill.. the best !!!!!,5
3644,App works well,5
3645,Excellent job,5
3646,As a person with ADHD among otherthings this app is my best friend when it comes to impulse buys but it is a brilliant well designed app with everything you could want and need.,5
3647,I don't order much from eBay but I've never had any issues with the company or that app. 👍🏾,5
3648,Real good app love it,5
3649,I can find everything I need on ebay. Even old movies I can't find on streaming sites.,5
3650,Love it,5
3651,Good App,5
3652,Great 👍,5
3653,A great way to shop and sell,5
3654,Kulsh,5
3655,"Horrible app for a Horrible company they will charge you whatever they want for doing nothing. They will charge $12 for selling a item in transaction that never even finalized. Customer service will do absolutely nothing to help, just waste your time. If you're buying something and you get a fake product when it's advertised as a real one. You return it because it's not what you bought but you only get a partial refund. It's a joke. Ebay are a bunch of blood sucking parasites. Don't use ebay.",1
3656,Easy app to buy and sell.,5
3657,sometimes hard to speak with service(I hate dealing with ai) otherwise easy to use. feel like ebay takes a large cut which is somewhat inconvenient at times ...,4
3658,Awesome!,5
3659,Oh it'd be great if it let me check out. But I can't so as usual it's another waste of space and time. ( no..it doesn't even honor the $5 discount but you can't check out so it doesn't matter),1
3660,Fantastic! 10/10 ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5
3661,Brilliant,5
3662,Smooth purchase.,4
3663,Experience like no other.,5
3664,"Great app, easy to use",5
3665,As a resaler I find eBay to be a valuable asset,5
3666,"So many issues with this app even after decades of being one of the largest online selling platforms. You would think the kinks would have been worked out long ago and countless innovations done since. Instead, you can't even pick your shirt size from the filter menu... among other similar UI/UX blunders. It's inexcusable this day in age for a company the size of eBay to have such a buggy app.",1
3667,Excellent,5
3668,Never had ant trouble with this site,4
3669,The experience went very well I wish it would have came with a small bottle of oil but that's okay I had some it is a good-looking compressor and it does have all new parts made in the USA I have it on the car already it is working very well good and cold I will recommend your company can you spread the word and if I need anything else I will be repurchasing from you thank you for a good product,5
3670,Don't like the upgrade can't get my icon back on screen,4
3671,Can't update my app ....why !! I'm missing out on offers,1
3672,The eBay app is very easy to use! The eBay store has many great products for sale!,5
3673,"Every time they update the app it gets worse and worse. If you're a seller and you're trying to edit photos, once you apply the edit the screen goes black and nothing happens. Not just this but the layout is constantly changing. Whoever thinks they need to change the app every couple of weeks needs to chill out.",1
3674,I Can find great offers for shoes like on my sneakerhead and I can sell shoes.,5
3675,Never let me down.,5
3676,Just wish we could get things quicker,5
3677,Such a great platform for used items. Nearly anything you could imagine.,5
3678,"I've made several purchases from eBay,never a problem...all sellers I've bought from shipped items promptly and were able to contact if needed.",5
3679,"If Ebay hasn't got it, it doesn't exist",5
3680,Most exceptional excellence indeed Just an excellent store A great place to find a bargain What more can I say If it's on eBay it's the number one choice to shop for all your pockets first for all your pockets and first of all choice great value as ❤️‍🩹 and a great place to recycle and make a little cash at the same time and give a bit of pleasure to somebody else with your recycled goods a most excellent store grab yourself a bargain or mate 10 grand overnight I thank you very much for this,5
3681,Sellers need better protection!!!!!,4
3682,Nice and responsive app.,5
3683,Awesome site reasonable,5
3684,"I prefer the app more than the website. I can save my search filters, it's easier to navigate. Good job on building this",5
3685,Kgllcing,5
3686,"The app does what it does but the UI and trying to find certain options can be annoying, I changed address for a purchase at checkout but it still used my old address which is bollocks",2
3687,"eBay >Pay and Go Happily on your Way! An entirely new world of commerce has opened for me and many sellers and buyers of everything you can imagine. As a collector of 1/50 scale diecast, it is indispensable and a go-to for all that I am curious about. Whether you bid or buy out right, it's all here at your fingertips.",5
3688,Very easy very good,5
3689,Beautiful app,5
3690,Great 👍,5
3691,There is no better app than eBay for locating almost anything you need. I use eBay all the time.,5
3692,Yay,5
3693,very good i am very happy the service,5
3694,Awsome,5
3695,Would give 5 star but it keeps interrupting me to rate the app. This is what you get for poking me lol,1
3696,App does not allow you to dismiss notifications,3
3697,Easy to use app,5
3698,Easy to use,5
3699,So far so good.,3
3700,App crashed very disappointing,1
3701,Excellent service,5
3702,My favoured trusted omline shop,5
3703,"Pricing is my only problem, who Is taking all that cash home? It's probably Alexa, yeah I know you are listening .",4
3704,I have really enjoyed buying and selling in this app it has really excited my expectations in every way possible.,5
3705,"They need to go back to drawing board to understand the user journeys, as example when you are applying voucher code the error is you can't apply the voucher to order as minimum order limit is not met and you can't find minimum spend detail anywhere, who design such screens.",1
3706,Very Good App 👍 👏 👌,5
3707,Great app.,5
3708,very good app,5
3709,Great,5
3710,Very good experience SE,5
3711,"I created a new acct today since my gmail cannot be logged in. However, after creating a new acct using a different email, it keeps saying i need to be verified because im using a new device. I didnt. Im using the same phone. Moreover when i clicked the Verify tab, it only redirected me to the login page. Worst, when i tried contacting customer service via chat, the auto agent keeps giving me a reply that is so farfetched, i wonder if it even reads my concern. 😤",1
3712,Long time eBay shopper. No complaints.,5
3713,Easy to use. Hassle-free shopping. The majority of sellers are very keen to keep you happy. I highly recommend eBay to anyone and everyone.,5
3714,"buyer paid for shipping but I got charged for shipping also. Complete ripoff, sell your items anywhere else.",1
3715,I like this application because it is easy to use. But it can be more attractive if they would add more features to it.,5
3716,I enjoy it,5
3717,excellent app,5
3718,"The app works very well. The informations provided are clear and detailed. It's intuitive, smart 'n' fast. Keep up the great work. Thanks.",5
3719,Brilliant app. Makes my shopping experience easy with great products on offer and peace of mind because of ebay's security features. Great service,5
3720,Reasonably ok.,4
3721,it's ebay!!!!!,3
3722,I use ebay weekly... Always a great experience,5
3723,Easy to use,5
3724,Awesome place to buy collectibles,5
3725,Awesome,4
3726,Phenomenal!,5
3727,Nice,5
3728,eBay has the best prices and the eBay representatives are all very nice and go extra miles to help Amazon customers. Thankyou Amazon,5
3729,I don't understand why they make it so difficult to cancel an order?!,1
3730,Perfect,5
3731,Good work,5
3732,Superb app. It's gotten better and better through the years.,5
3733,excellent,5
3734,Good,4
3735,"Great, amazballs, love it!!",5
3736,Seamless app,5
3737,Best app for furbys😊🤣👍,5
3738,Very easy to use.,5
3739,"Great deals, fast shipping, guaranteed automotive fit, awesome community",5
3740,Its kool,5
3741,Where the bread at money wassap holla at me,5
3742,"GREAT,!!!,",5
3743,"Always satisfied..good service,price and products..",5
3744,Amazing deals and reliable!,5
3745,"Great for unexpected treasures, and easy UI makes this a must have app.",5
3746,Good,5
3747,I like it,5
3748,love it,5
3749,Good always feel safe,5
3750,Great app,5
3751,No problems since 2009,5
3752,It is an amazing app I always by stuff here,5
3753,"Reliable , Fast shipping.",5
3754,Very easy to navigate,5
3755,Easy to navigate. Plus a great selection of items. Also a rapid delivery. Custom service is good. Pricing excellent.,5
3756,Great app! This app works really well and is loaded with options!,5
3757,"After looking at an item that was way overpriced the app sent me a notification with a buy it now button that I could have hit by mistake as I was on the phone. This app is out of control. It doesn't even send me the one notification I want, auction about to end.",2
3758,"It's a good site when first out but now they gouge you with fees, other than high prices and lots of fees and taking a percentage of your sales it's a good site. Wish they would go back to their original ways.",4
3759,Using the app is so much easier to list items to sell than I recall from my usage many years ago. I want to walk through my house and start snapping photos and selling everything I own. It's that easy to list items now.,5
3760,The site has anything I can think of at a fair price.,5
3761,Love it,5
3762,2001 s 10 extra cab ls 4.3 V6 automatic,1
3763,Great app. Great buying experiece,5
3764,I like the streamlined access from cell phone vs the cumbersome login from desktop.,5
3765,Works great,5
3766,"I find this app very easy to understand and use,I have made probably 50 or more transactions over the past few years.This app links up very good with my phone and e-mail account.I highly recommend this handy app,thank you...One year later (2024) and I am still extremely satisfied with this app.Superb! Thank you once more,John.",5
3767,Very satisfactory!,5
3768,BETTER Than The BEST,5
3769,Works well,5
3770,Ebay is also good as well,5
3771,"For buying, the app is functional if a bit pushy. Trying to sell an item is absurdly difficult though. My eBay app literally cannot load my single listed item, nor any Offers placed for it. I have to use the desktop app instead. More annoyance for small time sellers on the app, while I imagine the big dropshipping accounts taking over the site have no issues as they likely use desktop anyway. Rapidly becoming a Temu reseller and nothing more.",1
3772,🤍🩵🤍,5
3773,Love it 😄,5
3774,Really good site for me to buy some stuff if I don't want to search on amazon,5
3775,Nice,5
3776,eBay is my number one choice for looking for wrestling figures for cheap and a safe and assuring process from buying all the way until the package arrives at my door. I am an eBay addict but I don't trust my money elsewhere but EBAY!,5
3777,Best,5
3778,Great experience and seller great to deal with.,5
3779,Love it more than any other buying app.,5
3780,Awesome !!!,5
3781,Great!,5
3782,"Nice, affordable and fast deliveries.",5
3783,"Limited my account without any reason , when i listing my thing ebay said your account is limited don't know why so i give just 1 star",1
3784,Very good experience Keep Good Work Thanks you very much eBay,5
3785,"Perfect for finding old items you want to purchase to fuel your weird obsession. My only complaint is most reviews are not real, and really throws off the authentic feel of the app. However, I've spent over a hundred dollars on items and the only issue I've had could have benefitted me but I was a good Samaritan. (I was sent something extra along with what I originally bought and sent it back because it was accidental lol)",4
3786,I have good exp,5
